,comp_name,description,business_model,customer,keywords,stage,total_funding,num_investors,date_founded,location,employees,website
269,BALIO,"Balio is an app that creates a personalized plan to achieve financial goals in an automatic and personalized way, helping our users save their first 100,000€, a figure that will provide more freedom and pace in their future. 

 

This goal that motivated the founders to get together and undertake this ambitious project: improve the lives of people through personal finances.","Marketplace, R+D+I Services, Saas",Business,FintechCloud & Edge Computing Seed,2.0,,,Founded: 2019,,5.0,
270,BARCELONA WINK,"Barcelona Wink is an travel agency specialized kids.   We are focused in family holidays, school trips and also kids activities for incentive travel.   We want to offer them unique experiences of Catalonia, its history and culture and visit famous attractions.",Marketplace,,Traveltech & LeisureConnectivity Undisclosed Funding,-1.0,,,Founded: 2017,,0.0,
271,BATECH®,BATECH® Barcelona is a brand of Casual #Polos for men made from technical fabric. 100% comfortable. 100% practical. 100% Catalan.,"Development & Manufacturing, Ecommerce & Trade","Business, Consumer",Fashion & DesignNo technology assigned Pre-seed,1.0,,,Founded: 2016,,3.0,
272,BCIRCULAR COMPOSITES,"bcircular is a spin-off of Spanish National Research Council (CSIC), dedicated to the development and exploitation of technologies for recycling waste companies",,Business,Green & EnergytechAutomation Undisclosed Funding,-1.0,,,Founded: 2016,,0.0,
273,BCN3D,"BCN3D Technologies is one of the leading manufacturers of 3D printing solutions worldwide. Based in Barcelona, the activity of BCN3D began in 2012 as a division of the Fundació CIM, Technology Center of the UPC (Polytechnic University of Catalonia).","Development & Manufacturing, Subscription","ACCURAFY ADVISORY, CENTRE FOR THE DEVELOPMENT OF INDUSTRIAL TECHNOLOGY (CDTI), DANOBATGROUP, JME VENTURES, MONDRAGÓN CORP.",HardwareAdditive manufacturing Series A,3.0,,,Founded: 2018,,0.0,
274,BD Cicerone,"Cicerone analitza milions d'usuaris de visites guiades de diferents segments d'activitat i ciutats. Mitjançant una connexió senzilla amb el sistema de reserves de visites guiades, el client disposarà d'una potent eina de Business Intelligence que permetrà veure els seus KPI més rellevants.",Saas,"Business, Consumer",ICT & MobileAI & Big DataDigital Content & Media Community & Social network Traveltech & Leisure  Undisclosed Funding,-1.0,,,Founded: 2021,,0.0,
275,BETTAIR CITIES,"Bettair is a Platform as a Service (PaaS) that permits, for the first time, to map air and noise pollution in cities on a previously unimaginable scale based on a large deployment of outstandingly accurate gas sensors combined with an advanced post-processing algorithm. This information allows cities to  apply appropriate urban plans to enhance air quality and to make smart and better decisions to mitigate air pollution.",,Consumer,Green & EnergytechIoT & Sensors Undisclosed Funding,-1.0,,,Founded: 2017,,0.0,
276,BIBOLD,"Bibold is a Barcelona based startup, managed by a team with broad expertise in Digital Transformation. We help our Customers to FAST become real-time data-driven companies, so providing executives with strategic agility: That is to perceive earlier, decide smarter and execute faster. Our BigData & AI Platform with integrated Mobile BI (Business Intelligence)  is delivered from Cloud to multiple sectors:  Retail, tourism, education, industry, pharma, etc.","Consultancy & Agency, Saas, Other types of licence, Subscription",Business,Business Services & SoftwareAI & Big DataIoT & Sensors  Pre-seed,1.0,,,Founded: 2014,,12.0,
277,BIDDOWN,"Creation of ProcuOS, an integral software that optimizes the buyer's day-to-day, automating processes and reducing the volume of e-mails and paperwork. Biddown helps to digitalize your purchasing department.",,Consumer,Business Services & SoftwareCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2015,,0.0,
278,BIG BLUE ANALYTICS,Providing artificial intelligence solutions to improve Airline operations.,"Consultancy & Agency, R+D+I Services","Business, Consumer",Business Services & SoftwareAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2017,,0.0,
279,BIOECLOSION,"BioEclosion aims at enhancing quantitative diagnostics based on user-friendly devices towards novel molecular biomarkers for the rapid detection of emerging disease affecting global health. The company started its activity with several patents, the most important being Celifast: a non-invasive approach for the detection of celiac disease.",Development & Manufacturing,,HealthtechNew biological design Undisclosed Funding,-1.0,,,Founded: 2016,,0.0,
280,BIOFRESHTEC.,"Company that developed and patented a new technology allowing the freezing, cooling or heating of any space to the desired JIT temperature-controlled environment with only a small initial charge, and allowing several days of autonomy.",,,HealthtechBioengineering & Regenerative medicine Undisclosed Funding,-1.0,,,Founded: 2017,,0.0,
281,BIT,"The Blockchain Bootcamp has two routes: one oriented to corporate and investors and the other oriented to developers with a more organic experience.     Open Education Lab    At BIT, we are committed to talent. This is why we offer limited capacity to participate in the Blockchain Bootcamp without initial cost. Thanks to training, we will be able to place you in the ideal job. Once you get it, you start to pay the formation of BIT. We believe in what we do and we guarantee results.     Blockchain Care","Consultancy & Agency, Saas","Business, Consumer",EdtechDLT/BlockchainIoT & Sensors  Series A,3.0,,,Founded: 2017,,20.0,
282,BITMETRICS,"Bitmetrics is an expert company in industrial Computer Visition. From the most simple to top-noch solutions, bitmetrics helps achieve higher levels of accuracy and introduce flexibility that easily adapts artificial vision systems in real time to changing environments","Saas, Software licence, Subscription",Business,ProptechAI & Big Data Seed,2.0,,,Founded: 2017,,3.0,
283,BLACKDATA,"BlackData creates digital technology, web and multimedia. Developing projects in terms of consulting, security audit, servers administration, web development, mobile apps and new technologies.","Development & Manufacturing, R+D+I Services",Business,Business Services & SoftwareCloud & Edge Computing Undisclosed Funding,-1.0,,,Founded: 2015,,0.0,
284,BLAUDRIVE,"Blaudrive is an electric vehicle Charging point Operator, offering turn key solutions to companies.","Ecommerce & Trade, Saas",Business,Green & EnergytechAutomation Pre-seed,1.0,,,Founded: 2013,,3.0,
285,BLB,BLB is a contract research organization that aims to contribute with pharmaceutical partners to ultimately accelerate the development of new treatments for patients with liver disease.,"R+D+I Services, Software licence","Business, Consumer",HealthtechBioengineering & Regenerative medicine Seed,2.0,,,Founded: 2017,,2.0,
286,"BLOG A PORTER, S.L.",Blog a porter is a business directory and networking service for the fashion industry.,,,Fashion & DesignAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2013,,0.0,
287,BLOOBIRDS,Bloobirds sales empowerment platform guides SDRs and closing reps to convert more prospects into customers,Saas,,AdtechAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2018,,0.0,
288,BLUEBERRY DX,Software development. They are developing innovative diagnostic tests based on a routine blood/urine test and an Artificial Intelligence (AI) and building their own laboratory facility to analyze the biological samples. Among its products is BloodCOVID (based on a routine blood test and an artificial intelligence algorithm) to aid in the diagnosis of SARS-CoV-2 (COVID-19).,R+D+I Services,"Business, Consumer",HealthtechAI & Big Data Series A,3.0,,,Founded: 2019,,7.0,
289,BLUEPHAGE,"Bluephage is a biotechnology company specialized in environmental testing solutions. Our mission is to improve the world, saving lives and improving health through better water quality. Using a patent-protected coliphage indicator test, our microbiological water quality testing products detect bacteriophages as indicators of human waterborne viruses. Our product pipeline offers the fastest and easiest kits to use bacteriophage detection method currently available on the market.","Advertising, Development & Manufacturing",Business,Green & EnergytechBioengineering & Regenerative medicineAgritech Healthtech Foodtech  Series A,3.0,,,Founded: 2016,,10.0,
290,BMX The Game,We make videogames for all platforms.,Ecommerce & Trade,Consumer,GamingCloud & Edge Computing Seed,2.0,,,Founded: 2014,,11.0,
291,BOOKIPRO,Saas for vacation rental property management.,"Development & Manufacturing, Saas, Software licence, Subscription",Business,Traveltech & LeisureAI & Big Data Series A,3.0,,,Founded: 2019,,6.0,
292,BOOKISH,Subscripció literària.,,,EcommerceAI & Big Data Undisclosed Funding,-1.0,,,Founded: 2017,,2.0,
293,BQAIT SMART SL,"Platform to manage incidents and tasks for municipalities, campsites and resorts.",,Business,Business Services & SoftwareSmart City Undisclosed Funding,-1.0,,,Founded: 2018,,0.0,
294,BRAVA FABRICS,We create apparel that makes a difference. For conscious people. And a planet with a future,Ecommerce & Trade,Consumer,Fashion & DesignNo technology assigned Seed,2.0,,,Founded: 2015,,0.0,
295,BREAZ,Developing a medical device for the early detection of respiratory disease.,"Development & Manufacturing, Saas",Business,HealthtechAI & Big DataAdditive manufacturing Digital Health Micro & Nano electronics  Pre-seed,1.0,,,Founded:,,3.0,
296,BRICKBRO,"The Brickbro platform connects users to real estate investment opportunities we manage. At Brickbro our process consists of identifying the best opportunities available in the market: we buy offices, premises, mezzanines and then reform them, transforming them into lofts and selling them revaluing the asset. This process is financed by ours users in return of a surplus generated from the sale.","Marketplace, Other types of licence",Business,ProptechAI & Big Data Series A,3.0,,,Founded: 2018,,6.0,
